accession,representation,n_components,detrend_bp,auc,mean_in,mean_out,contrast
NC_008750.1,NT-v2-50M,16,1000000,0.49488105992171033,4.3561482429504395,4.444662094116211,0.9800853587311069
NC_008750.1,NT-v2-50M,24,0,0.5100120445648901,5.386839866638184,5.332413673400879,1.0102066712319775
NC_008750.1,NT-v2-50M,24,100000,0.4760614272809395,5.228387832641602,5.26024866104126,0.9939430946229543
NC_008750.1,NT-v2-50M,24,250000,0.4999247214694369,5.292921543121338,5.283663272857666,1.0017522445669904
NC_008750.1,NT-v2-50M,24,1000000,0.4961984342065643,5.298278331756592,5.330716609954834,0.9939148372401442
NC_008750.1,NT-v2-50M,48,0,0.4945046672688949,7.4433465003967285,7.416544437408447,1.0036138208588212
NC_008750.1,NT-v2-50M,48,100000,0.47342667871123156,7.319148540496826,7.348000526428223,0.9960734915807877
NC_008750.1,NT-v2-50M,48,250000,0.48155676001204456,7.356657981872559,7.37230110168457,0.9978781225025607
NC_008750.1,NT-v2-50M,48,1000000,0.4674043962661849,7.317907810211182,7.4315266609191895,0.9847112368841379
NC_008750.1,compositional,11,0,0.48731556760012046,4.41569270546429,3.4677707202025214,1.2733519778973186
NC_009074.1,DNABERT-S,8,0,0.6849519949823901,3.2005937099456787,2.7221436500549316,1.1757622379263828
NC_009074.1,DNABERT-S,8,100000,0.6954455541081681,3.215895891189575,2.7414252758026123,1.1730744294126534
NC_009074.1,DNABERT-S,8,250000,0.6853620880976504,3.1961565017700195,2.7191643714904785,1.1754186452575808
NC_009074.1,DNABERT-S,8,1000000,0.662975828629324,3.066547393798828,2.7172677516937256,1.1285407527055034
NC_009074.1,DNABERT-S,16,0,0.7002219327447291,4.761115074157715,3.9396095275878906,1.208524611593375
NC_009074.1,DNABERT-S,16,100000,0.6947459834997829,4.646601676940918,3.9816715717315674,1.166997727770948
NC_009074.1,DNABERT-S,16,250000,0.6918270854441068,4.647250652313232,3.9466919898986816,1.1775052789038487
NC_009074.1,DNABERT-S,16,1000000,0.6836011000144738,4.571435451507568,3.9350273609161377,1.1617290128430682
NC_009074.1,DNABERT-S,24,0,0.7140686061658706,5.919160842895508,4.8785080909729,1.2133137288115217
NC_009074.1,DNABERT-S,24,100000,0.7080378250591016,5.85675048828125,4.9174113273620605,1.1910231010557129
NC_009074.1,DNABERT-S,24,250000,0.7025618758141554,5.835421085357666,4.8900251388549805,1.193331510505088
NC_009074.1,DNABERT-S,24,1000000,0.6957109084768659,5.7545857429504395,4.875824928283691,1.1802281311556597
NC_009074.1,DNABERT-S,48,0,0.690982776089159,8.453666687011719,6.977043628692627,1.211640221403601
NC_009074.1,DNABERT-S,48,100000,0.6871230761808269,8.462099075317383,7.025298118591309,1.204518147482427
NC_009074.1,DNABERT-S,48,250000,0.6853862112220774,8.391105651855469,6.979557991027832,1.202240265449785
NC_009074.1,DNABERT-S,48,1000000,0.6762917933130699,8.27304744720459,6.963445663452148,1.188068069608976
NC_009074.1,DNABERT-2,8,0,0.746321223524871,3.287280559539795,2.7743079662323,1.1849010994998321
NC_009074.1,DNABERT-2,8,100000,0.6404930766632895,3.1146602630615234,2.7524847984313965,1.1315812769743636
NC_009074.1,DNABERT-2,8,250000,0.634607034303083,3.1072428226470947,2.759554147720337,1.1259945108212437
NC_009074.1,DNABERT-2,8,1000000,0.705287788874415,3.1685330867767334,2.724303960800171,1.163061513094187
NC_009074.1,DNABERT-2,16,0,0.6017272157089786,4.221367359161377,3.981830358505249,1.0601575102627045
NC_009074.1,DNABERT-2,16,100000,0.5111931297341632,4.074702262878418,3.9553945064544678,1.030163301341816
NC_009074.1,DNABERT-2,16,250000,0.5362088097650408,4.079530715942383,3.9715142250061035,1.0271978104109933
NC_009074.1,DNABERT-2,16,1000000,0.5590051623486274,4.104133129119873,3.94547700881958,1.040212151774206
NC_009074.1,DNABERT-2,24,0,0.6039465431562696,5.17072057723999,4.881775379180908,1.0591885483488925
NC_009074.1,DNABERT-2,24,100000,0.5591740242196169,5.0739641189575195,4.8668365478515625,1.0425589742062311
NC_009074.1,DNABERT-2,24,250000,0.5726106045254982,5.096078872680664,4.872375011444092,1.045912693647583
NC_009074.1,DNABERT-2,24,1000000,0.5633955709943552,5.048795223236084,4.8551459312438965,1.0398853700248252
NC_009074.1,DNABERT-2,48,0,0.5990013026487191,7.144533157348633,6.9070281982421875,1.0343859837095915
NC_009074.1,DNABERT-2,48,100000,0.5591257779707628,7.056803226470947,6.917916774749756,1.0200763403555422
NC_009074.1,DNABERT-2,48,250000,0.5644811115935736,7.052149772644043,6.902050495147705,1.0217470558353436
NC_009074.1,DNABERT-2,48,1000000,0.5441694408259757,6.989445209503174,6.888920783996582,1.0145921877545925
NC_009074.1,NT-v2-50M,8,0,0.6726974477734357,2.970625877380371,2.722776412963867,1.0910282104826625
NC_009074.1,NT-v2-50M,8,100000,0.6237998745597529,2.9163644313812256,2.754488229751587,1.0587681587749016
NC_009074.1,NT-v2-50M,8,250000,0.6172625078400155,2.921189069747925,2.760106086730957,1.0583611564031414
NC_009074.1,NT-v2-50M,8,1000000,0.5940801852655956,2.838809013366699,2.7153220176696777,1.0454778456821852
NC_009074.1,NT-v2-50M,16,0,0.5742509769865393,4.058739185333252,3.98087477684021,1.0195596226603356
NC_009074.1,NT-v2-50M,16,100000,0.581777391807787,4.135631084442139,4.0236496925354,1.027830800507928
NC_009074.1,NT-v2-50M,16,250000,0.5745163313552372,4.091181755065918,4.0005879402160645,1.0226451252175102
NC_009074.1,NT-v2-50M,16,1000000,0.5303468905292613,3.977964401245117,3.956723690032959,1.0053682573958005
NC_009074.1,NT-v2-50M,24,0,0.5829835480291408,5.021168231964111,4.88376522064209,1.0281346471655237
NC_009074.1,NT-v2-50M,24,100000,0.5519370868914942,5.050938606262207,4.940925121307373,1.0222657664817483
NC_009074.1,NT-v2-50M,24,250000,0.5545665074540455,5.001353740692139,4.9035115242004395,1.019953499855933
NC_009074.1,NT-v2-50M,24,1000000,0.5026294205625512,4.8690972328186035,4.86190938949585,1.0014783992762768
NC_009074.1,NT-v2-50M,48,0,0.5783519081391422,7.143607139587402,6.936305046081543,1.0298865306713938
NC_009074.1,NT-v2-50M,48,100000,0.5704877695759155,7.2145209312438965,7.008830547332764,1.0293473187177296
NC_009074.1,NT-v2-50M,48,250000,0.5797751724803396,7.1623640060424805,6.9595112800598145,1.029147553300743
NC_009074.1,NT-v2-50M,48,1000000,0.5372943503642592,7.024147033691406,6.942410469055176,1.0117735136809556
NC_009074.1,compositional,11,0,0.8845000365737693,7.53861284969977,3.1277697912078883,2.4102198540604527
NC_009052.1,DNABERT-S,8,0,0.7518072289156627,3.1053237915039062,2.8297252655029297,1.0973940931159598
NC_009052.1,DNABERT-S,8,100000,0.7743373493975904,3.0732924938201904,2.7534260749816895,1.116170331117616
NC_009052.1,DNABERT-S,8,250000,0.7543373493975903,3.1339714527130127,2.831389904022217,1.1068667894382735
NC_009052.1,DNABERT-S,8,1000000,0.7948192771084337,3.104163885116577,2.7551403045654297,1.1266808735558023
NC_009052.1,DNABERT-S,16,0,0.7716867469879518,4.573507308959961,4.068768501281738,1.12405198465315
NC_009052.1,DNABERT-S,16,100000,0.7962650602409639,4.545018196105957,4.01234245300293,1.1327592919453724
NC_009052.1,DNABERT-S,16,250000,0.7691566265060241,4.562075614929199,4.039948463439941,1.1292410426059436
NC_009052.1,DNABERT-S,16,1000000,0.7513253012048193,4.522502422332764,4.024557590484619,1.1237266011611935
NC_009052.1,DNABERT-S,24,0,0.6869879518072289,5.76555061340332,5.233255863189697,1.1017138783444054
NC_009052.1,DNABERT-S,24,100000,0.7039759036144578,5.728554725646973,5.151739120483398,1.1119652202243988
NC_009052.1,DNABERT-S,24,250000,0.6896385542168675,5.721487998962402,5.189381122589111,1.102537636724552
NC_009052.1,DNABERT-S,24,1000000,0.6768674698795181,5.679820537567139,5.21270227432251,1.0896115370996016
NC_009052.1,DNABERT-S,48,0,0.6404819277108433,8.166971206665039,7.4716715812683105,1.0930581085951188
NC_009052.1,DNABERT-S,48,100000,0.6685542168674699,8.18946647644043,7.365860939025879,1.1118138862832605
NC_009052.1,DNABERT-S,48,250000,0.6465060240963856,8.145605087280273,7.4081130027771,1.0995519485497465
NC_009052.1,DNABERT-S,48,1000000,0.636144578313253,8.046838760375977,7.379697322845459,1.0904022764545147
NC_009052.1,DNABERT-2,8,0,0.43,2.9146859645843506,3.370276689529419,0.8648209726042757
NC_009052.1,DNABERT-2,8,100000,0.4367469879518072,2.9200711250305176,3.269763708114624,0.8930526440744727
NC_009052.1,DNABERT-2,8,250000,0.4672289156626506,2.9771902561187744,3.280459403991699,0.9075528422927888
NC_009052.1,DNABERT-2,8,1000000,0.4516867469879518,2.9218764305114746,3.299962043762207,0.8854272842424314
NC_009052.1,DNABERT-2,16,0,0.39518072289156625,3.9857614040374756,4.557165145874023,0.8746142122249209
NC_009052.1,DNABERT-2,16,100000,0.41759036144578315,4.084445476531982,4.545678615570068,0.898533711235491
NC_009052.1,DNABERT-2,16,250000,0.44072289156626504,4.102636337280273,4.540525436401367,0.9035598180751199
NC_009052.1,DNABERT-2,16,1000000,0.4360240963855422,4.024354457855225,4.507341384887695,0.8928443874582389
NC_009052.1,DNABERT-2,24,0,0.4640963855421687,5.016603946685791,5.306132793426514,0.9454350544902674
NC_009052.1,DNABERT-2,24,100000,0.49265060240963854,5.08688497543335,5.2946085929870605,0.960766954930559
NC_009052.1,DNABERT-2,24,250000,0.5097590361445783,5.107968807220459,5.270326137542725,0.9691940638804634
NC_009052.1,DNABERT-2,24,1000000,0.4944578313253012,5.006852626800537,5.260047912597656,0.9518644525669198
NC_009052.1,DNABERT-2,48,0,0.5246987951807229,7.169607639312744,7.283794403076172,0.9843231758827236
NC_009052.1,DNABERT-2,48,100000,0.5301204819277109,7.235018253326416,7.288211822509766,0.9927014238226364
NC_009052.1,DNABERT-2,48,250000,0.5380722891566265,7.2312164306640625,7.275947093963623,0.9938522555590501
NC_009052.1,DNABERT-2,48,1000000,0.5283132530120482,7.118057727813721,7.23041296005249,0.984460744792929
NC_009052.1,NT-v2-50M,8,0,0.2504819277108434,2.6127965450286865,3.2075507640838623,0.8145768336031156
NC_009052.1,NT-v2-50M,8,100000,0.316144578313253,2.6663849353790283,3.1288909912109375,0.8521821127258541
NC_009052.1,NT-v2-50M,8,250000,0.3091566265060241,2.6925950050354004,3.164713144302368,0.8508180306588129
NC_009052.1,NT-v2-50M,8,1000000,0.29096385542168673,2.625502109527588,3.142544984817505,0.8354700162486479
NC_009052.1,NT-v2-50M,16,0,0.4195180722891566,4.2782464027404785,4.44784688949585,0.9618690816098225
NC_009052.1,NT-v2-50M,16,100000,0.48036144578313256,4.31985330581665,4.369870662689209,0.9885540418164738
NC_009052.1,NT-v2-50M,16,250000,0.4680722891566265,4.355144023895264,4.411811351776123,0.987155541485688
NC_009052.1,NT-v2-50M,16,1000000,0.46686746987951805,4.289494514465332,4.366619110107422,0.9823376865035996
NC_009052.1,NT-v2-50M,24,0,0.44012048192771086,5.182815074920654,5.315346717834473,0.9750662280469611
NC_009052.1,NT-v2-50M,24,100000,0.4825301204819277,5.206462860107422,5.264625549316406,0.9889521697860284
NC_009052.1,NT-v2-50M,24,250000,0.4716867469879518,5.240503311157227,5.298656463623047,0.9890249249286003
NC_009052.1,NT-v2-50M,24,1000000,0.5033734939759036,5.17385721206665,5.200881481170654,0.994803905991351
NC_009052.1,NT-v2-50M,48,0,0.36939759036144576,7.263278961181641,7.509684085845947,0.9671883501559374
NC_009052.1,NT-v2-50M,48,100000,0.39,7.2571940422058105,7.465552806854248,0.9720906448539028
NC_009052.1,NT-v2-50M,48,250000,0.39397590361445783,7.278789520263672,7.470131874084473,0.9743856792562646
NC_009052.1,NT-v2-50M,48,1000000,0.41240963855421686,7.195096015930176,7.350351333618164,0.9788778371752246
NC_009052.1,compositional,11,0,0.7303614457831326,4.7138097759034725,3.0526113035278475,1.544189320944926
NC_009076.1,DNABERT-S,8,0,0.9947185076974941,4.194432258605957,2.6898539066314697,1.5593531857864673
NC_009076.1,DNABERT-S,8,100000,0.9030789976401843,3.617579460144043,2.708606481552124,1.3355869465656178
NC_009076.1,DNABERT-S,8,250000,0.9883694797168221,3.964785099029541,2.701244831085205,1.4677622159249881
NC_009076.1,DNABERT-S,8,1000000,0.984661197887403,3.991158962249756,2.6999871730804443,1.478214045623113
NC_009076.1,DNABERT-S,16,0,0.9664007191819306,5.925652027130127,3.9108667373657227,1.5151761553300895
NC_009076.1,DNABERT-S,16,100000,0.9675806270367457,5.548660755157471,3.9379005432128906,1.4090403488530916
NC_009076.1,DNABERT-S,16,250000,0.9578042476682773,5.739006996154785,3.927621603012085,1.4611914222473856
NC_009076.1,DNABERT-S,16,1000000,0.9560062928418923,5.705564975738525,3.9127180576324463,1.458210096331581
NC_009076.1,DNABERT-S,24,0,0.9699966288347005,7.9626617431640625,4.863106727600098,1.6373610922361084
NC_009076.1,DNABERT-S,24,100000,0.975559051578829,7.671783924102783,4.907010078430176,1.563433496463716
NC_009076.1,DNABERT-S,24,250000,0.9698842566580514,7.839777946472168,4.888195037841797,1.6038185640672664
NC_009076.1,DNABERT-S,24,1000000,0.9665130913585797,7.8206787109375,4.869955539703369,1.6059035133232162
NC_009076.1,DNABERT-S,48,0,0.9838745926508596,11.149384498596191,6.93399715423584,1.6079303539640561
NC_009076.1,DNABERT-S,48,100000,0.9848859422407013,10.923285484313965,7.006433963775635,1.5590363858118221
NC_009076.1,DNABERT-S,48,250000,0.9807843577930104,11.065814971923828,6.966654300689697,1.5883973130155626
NC_009076.1,DNABERT-S,48,1000000,0.9761770985503989,10.969644546508789,6.944400310516357,1.5796388537533965
NC_009076.1,DNABERT-2,8,0,0.7856500730419148,3.5675313472747803,2.745511293411255,1.299405089258321
NC_009076.1,DNABERT-2,8,100000,0.6492302505899539,3.0749566555023193,2.7161858081817627,1.1320862682662791
NC_009076.1,DNABERT-2,8,250000,0.7045735475896168,3.3025102615356445,2.732621908187866,1.2085500199058636
NC_009076.1,DNABERT-2,8,1000000,0.8055399483087987,3.3947510719299316,2.6867709159851074,1.2635059623924962
NC_009076.1,DNABERT-2,16,0,0.7208113271154062,4.675785064697266,3.963649034500122,1.1796667727133805
NC_009076.1,DNABERT-2,16,100000,0.609225755702888,4.223732948303223,3.9753382205963135,1.0624839231087233
NC_009076.1,DNABERT-2,16,250000,0.6674907292954264,4.446323871612549,3.967360496520996,1.1207259525600355
NC_009076.1,DNABERT-2,16,1000000,0.7438476233284639,4.5187482833862305,3.9264626502990723,1.1508445860403242
NC_009076.1,DNABERT-2,24,0,0.6407461512529498,5.46034574508667,4.86657190322876,1.1220106994543668
NC_009076.1,DNABERT-2,24,100000,0.552814923025059,5.047468662261963,4.89656925201416,1.0308173748764466
NC_009076.1,DNABERT-2,24,250000,0.5512978986402967,5.23539924621582,4.886714935302734,1.071353519804094
NC_009076.1,DNABERT-2,24,1000000,0.6417575008427914,5.294419765472412,4.83669900894165,1.0946349474475399
NC_009076.1,DNABERT-2,48,0,0.7839083043038544,7.83668851852417,6.848367214202881,1.1443148816949538
NC_009076.1,DNABERT-2,48,100000,0.7236206315316328,7.590438365936279,6.913422107696533,1.097927805896018
NC_009076.1,DNABERT-2,48,250000,0.7330037082818294,7.662879467010498,6.884978294372559,1.1129852759701155
NC_009076.1,DNABERT-2,48,1000000,0.7581188897628947,7.6188740730285645,6.828048229217529,1.11582019008405
NC_009076.1,NT-v2-50M,8,0,0.5307337903135184,2.7859110832214355,2.780245780944824,1.0020376983630153
NC_009076.1,NT-v2-50M,8,100000,0.29121249578604336,2.440014123916626,2.831805467605591,0.8616460953371063
NC_009076.1,NT-v2-50M,8,250000,0.32205865827621083,2.5301172733306885,2.8140907287597656,0.8990887349413106
NC_009076.1,NT-v2-50M,8,1000000,0.4240925946735588,2.6109044551849365,2.767418146133423,0.9434441480528832
NC_009076.1,NT-v2-50M,16,0,0.6041690077536802,4.142125129699707,3.979478359222412,1.0408713795616862
NC_009076.1,NT-v2-50M,16,100000,0.5243847623328464,4.052211284637451,4.049466133117676,1.0006779045507566
NC_009076.1,NT-v2-50M,16,250000,0.5515788290819194,4.084124565124512,4.036096096038818,1.0118997337880111
NC_009076.1,NT-v2-50M,16,1000000,0.5490504551073154,4.047443866729736,3.99068284034729,1.0142233869874526
NC_009076.1,NT-v2-50M,24,0,0.6582200247218789,5.168477535247803,4.890860080718994,1.0567625018804456
NC_009076.1,NT-v2-50M,24,100000,0.5570288796493988,5.044614791870117,4.9481401443481445,1.0194971534167576
NC_009076.1,NT-v2-50M,24,250000,0.5739408922350826,5.03330659866333,4.923295021057129,1.0223451117870608
NC_009076.1,NT-v2-50M,24,1000000,0.5751208000898977,4.969226360321045,4.8662428855896,1.021162830781918
NC_009076.1,NT-v2-50M,48,0,0.7799190920328126,7.500568866729736,6.951297283172607,1.0790171332316316
NC_009076.1,NT-v2-50M,48,100000,0.7320485447803124,7.4111409187316895,7.016495227813721,1.0562454157103356
NC_009076.1,NT-v2-50M,48,250000,0.7379480840543882,7.418287754058838,6.99143123626709,1.0610542395922438
NC_009076.1,NT-v2-50M,48,1000000,0.7384537588493089,7.402439594268799,6.950964450836182,1.0649514389874783
NC_009076.1,compositional,11,0,0.915,7.837425658487504,2.929346427269658,2.675486103496641
NC_009080.1,DNABERT-S,8,0,0.5181900303851523,2.797842264175415,2.7301313877105713,1.024801325229122
NC_009080.1,DNABERT-S,8,100000,0.4788946374312228,2.772242307662964,2.768669366836548,1.001290490251098
NC_009080.1,DNABERT-S,8,250000,0.44054364786072103,2.7622361183166504,2.8125417232513428,0.9821138280300644
NC_009080.1,DNABERT-S,8,1000000,0.3865894719553256,2.689789056777954,2.8637702465057373,0.9392475042507099
NC_009080.1,DNABERT-S,16,0,0.4121294243245463,3.83616304397583,3.944769859313965,0.9724681491667495
NC_009080.1,DNABERT-S,16,100000,0.4021105362568777,3.8553733825683594,4.005760192871094,0.9624573606352241
NC_009080.1,DNABERT-S,16,250000,0.37911636692124495,3.824970245361328,4.043310165405273,0.9459997103580946
NC_009080.1,DNABERT-S,16,1000000,0.2976513098464318,3.6888301372528076,4.100367546081543,0.8996340195839236
NC_009080.1,DNABERT-S,24,0,0.46817771208015113,4.803011417388916,4.869482517242432,0.9863494530233661
NC_009080.1,DNABERT-S,24,100000,0.4160712819249405,4.783919811248779,4.937151908874512,0.9689634630544184
NC_009080.1,DNABERT-S,24,250000,0.40978894637431224,4.750299453735352,4.962923526763916,0.9571574956007419
NC_009080.1,DNABERT-S,24,1000000,0.36146012975281266,4.646092891693115,5.0330610275268555,0.9231147538809223
NC_009080.1,DNABERT-S,48,0,0.4473597766280693,6.759109020233154,6.979320049285889,0.9684480683651603
NC_009080.1,DNABERT-S,48,100000,0.45290301387862364,6.862569332122803,7.0684494972229,0.9708733626545701
NC_009080.1,DNABERT-S,48,250000,0.41139032602447234,6.7305006980896,7.093873500823975,0.9487765319339049
NC_009080.1,DNABERT-S,48,1000000,0.34396813665106346,6.532016277313232,7.176879405975342,0.9101471416497249
NC_009080.1,DNABERT-2,8,0,0.6602200870493553,2.8060574531555176,2.662510633468628,1.0539140831523672
NC_009080.1,DNABERT-2,8,100000,0.5440584708877392,2.645667791366577,2.6292192935943604,1.0062560387459085
NC_009080.1,DNABERT-2,8,250000,0.5886917960088692,2.7206203937530518,2.6377134323120117,1.0314313755336078
NC_009080.1,DNABERT-2,8,1000000,0.57173359612384,2.7766525745391846,2.7297117710113525,1.017196249078869
NC_009080.1,DNABERT-2,16,0,0.4627987188962799,3.8178160190582275,3.8798537254333496,0.9840102976129099
NC_009080.1,DNABERT-2,16,100000,0.4453888478278722,3.8095219135284424,3.8854119777679443,0.9804679491714805
